参数,RMSE,MAE,MAPE,R2
气压高度,45.6942530782767,33.777974132254,1.15054328035855,0.999850322904375
指示空速,2.57955333303245,2.28518597121939,1.499362712101,0.994741694543182
真空速,6.8813669107487,5.70735111445852,2.54244444464689,0.956565650996309
马赫数,0.0429909301963302,0.0383608913056748,5.29308330948445,0.977759782307561
垂直速度,4.78921003916393,4.04753836214909,67.5626334981349,0.547921614408198
大气静温,2.68980493650585,2.45148591485804,1.00089853377581,0.997606876373526
