时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
1803.9,1803.9,11282.0971479495,11291.0238018494,135.272919162494,136.589129155432,258.805063859604,262.017175973804,0.877098330629129,0.816842571101251,8.19025319298021,-0.36103327083798,216.65,220.488245646795
1804,1804,11282.9160189253,11299.274439005,135.233464231424,136.576369451021,258.743326445145,262.137738020334,0.876889100630489,0.817232302848475,8.18716632225726,-0.0692130227981299,216.65,220.398515000097
1804.1,1804.1,11283.7345773902,11319.7609335381,135.193246487759,136.746495417009,258.680059510497,262.825356906126,0.876674687040831,0.819283092747905,8.18400297552486,0.0193193010272544,216.65,220.20095969418
1804.2,1804.2,11284.5528157028,11307.1150217128,135.152267334444,136.715625275745,258.615265553331,262.543097655334,0.876455098324837,0.818414303873651,8.18076327766654,-0.760566154913941,216.65,220.325601501128
1804.3,1804.3,11285.3707262346,11307.221091737,135.110528202833,136.617729510775,258.5489471316,262.356969995194,0.876230343151494,0.817895430294962,8.17744735658001,-0.909593402756068,216.65,220.356527756246
1804.4,1804.4,11286.1883013695,11317.0549825229,135.068030552632,136.524840808518,258.481106863443,262.351680953782,0.876000430393751,0.817943724744879,8.17405534317217,-0.528492376252442,216.65,220.292608914427
1804.5,1804.5,11287.0055335053,11318.2615576114,135.024775871852,136.54873782646,258.411747427078,262.418855188656,0.87576536912817,0.81813897690252,8.17058737135388,-0.518840545901657,216.65,220.255417411311
1804.6,1804.6,11287.8224150527,11296.4668575472,134.980765676756,136.342364448409,258.340871560695,261.639317455165,0.875525168634566,0.815822180162565,8.16704357803475,0.0687980409019445,216.65,220.477061052167
1804.7,1804.7,11288.6389384368,11296.3760456515,134.936001511801,136.207052868429,258.268482062353,261.378063928129,0.875279838395645,0.815091641273318,8.16342410311766,0.252331585343429,216.65,220.523626216855
1804.8,1804.8,11289.4550960964,11318.71507626,134.890484949587,136.307227161364,258.194581789865,261.96269573942,0.875029388096624,0.81686821762424,8.15972908949327,-0.278935673868165,216.65,220.352207015614
1804.9,1804.9,11290.2708804851,11287.402105118,134.8442175908,136.217604830939,258.119173660689,261.241023357158,0.874773827624852,0.814650921406642,8.15595868303443,-0.146602848253812,216.65,220.587275297394
1805,1805,11291.0862840708,11301.7841565734,134.797201064155,136.411776216339,258.042260651806,261.865914643953,0.874513167069418,0.816489321663562,8.1521130325903,0.159083039798278,216.65,220.417667002753
1805.1,1805.1,11291.901299337,11301.884214961,134.749437026339,136.311381637103,257.963845799612,261.674946613544,0.874247416720756,0.815956530870092,8.14819228998058,0.249397019469712,216.65,220.450298480527
1805.2,1805.2,11292.715918782,11328.0249113763,134.700927161954,136.485734100479,257.88393219979,262.469760253226,0.873976587070235,0.81834355474054,8.14419660998949,0.22557428475941,216.65,220.203853058263
1805.3,1805.3,11293.53013492,11332.7507944326,134.651673183456,136.224058073684,257.802523007192,262.049689893426,0.873700688809742,0.817200930879337,8.1401261503596,1.0731650196234,216.65,220.17275202943
1805.4,1805.4,11294.3439402811,11333.215947328,134.601676831095,136.253629645631,257.719621435714,262.114763510285,0.873419732831273,0.817385618668901,8.13598107178572,0.972398383383709,216.65,220.158875365617
1805.5,1805.5,11295.1573274116,11321.4949417164,134.550939872856,136.074212999322,257.635230758169,261.563682705992,0.873133730226487,0.81577142354734,8.13176153790845,0.937160961621828,216.65,220.261347968297
1805.6,1805.6,11295.9702888742,11312.0622095274,134.499464104396,136.184130209725,257.549354306155,261.609275639744,0.872842692286275,0.815838382624498,8.12746771530774,0.902521729857332,216.65,220.3247729352
1805.7,1805.7,11296.7828172487,11334.7765965436,134.447251348983,136.13384752604,257.461995469928,261.911785030118,0.87254663050032,0.816828730395675,8.12309977349638,0.0434409575610002,216.65,220.153266958884
1805.8,1805.8,11297.5949051316,11338.9409111941,134.39430345743,136.075062436157,257.373157698264,261.871919888722,0.872245556556631,0.81674396225464,8.11865788491321,0.910185328956354,216.65,220.120066741831
1805.9,1805.9,11298.4065451371,11337.6622127965,134.340622308034,136.030433029607,257.282844498328,261.763549252339,0.871939482341095,0.816433098191282,8.11414222491641,1.28528991676038,216.65,220.139221183973
1806,1806,11299.2177298969,11335.0311983455,134.286209806508,136.015040609879,257.19105943553,261.687683592496,0.871628419936997,0.816204375211842,8.1095529717765,0.451300975583264,216.65,220.15412180436
1806.1,1806.1,11300.0284520608,11348.3627652597,134.231067885915,136.290446211696,257.097806133386,262.452482642985,0.871312381624546,0.818425108709315,8.10489030666931,0.687389908324775,216.65,219.968840315258
1806.2,1806.2,11300.8387042969,11334.734213286,134.175198506606,136.491453949676,257.003088273378,262.599046735037,0.870991379880396,0.818747287946726,8.10015441366891,1.2732661506391,216.65,220.105288161475
1806.3,1806.3,11301.6484792915,11333.2868067356,134.118603656148,136.361962486168,256.906909594804,262.324414616435,0.870665427377144,0.817971436019,8.09534547974022,0.539523047208778,216.65,220.167915614579
