参数,RMSE,MAE,MAPE,R2
气压高度,98.7342775048598,72.1573252759224,2.07337560118939,0.999281341976586
指示空速,2.49038474880086,2.00847336978165,1.36434269885749,0.995174236897208
真空速,7.05545448266503,5.59830598096733,2.48822146792275,0.95104166995793
马赫数,0.0428065097005664,0.0381810744391223,5.29194422419976,0.971001788337921
垂直速度,3.87635948327251,2.84098333955744,49.33288215357,0.310835175246609
大气静温,2.90804348858727,2.54713963191639,1.04159860061313,0.995925696215252
