参数,RMSE,MAE,MAPE,R2
气压高度,120.197784967557,89.0089354724562,4.1215901075095,0.998892577578635
指示空速,4.02831888802957,3.0927860770859,2.23043793802393,0.987299452296187
真空速,9.62680185613507,7.77825902453332,3.55731586616896,0.900477749313723
马赫数,0.0472847426827147,0.0405249198245369,5.6602478314099,0.922245101294686
垂直速度,6.29643278333009,4.95013900537961,82.5181893944078,0.0414450844921548
大气静温,3.01492034757088,2.55967423497737,1.04994023138354,0.993746358143694
