时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
72.4,72.4,421.092914265583,439.274972929532,200.407076754561,200.791498046225,213.494513392205,205.271805451013,0.630383422634518,0.604413862422679,5.92472566961023,0.2240439609624,285.412896057274,287.456943203624
72.5,72.5,421.68600710256,390.326547426349,200.616358939336,198.681836669655,213.742621398391,202.614008018845,0.631120271341028,0.596478514588719,5.93713106991954,0.405676915328886,285.409040953833,287.094776841737
72.6,72.6,422.280341097144,433.391480160581,200.825779014424,201.215103607861,213.99097643517,205.643772244341,0.63185786837453,0.605488420809703,5.94954882175849,-0.112247233595707,285.405177782869,286.700175720678
72.7,72.7,422.875917459976,475.413717451891,201.035328275955,202.731578617096,214.23956869791,207.63383005709,0.632596184839857,0.61144283065491,5.9619784348955,-0.122836471076633,285.40130653651,287.186401142707
72.8,72.8,423.472737352653,447.728131296583,201.244998021694,203.422670529098,214.488388372615,208.050470183925,0.633335191813154,0.612587462268633,5.97441941863072,0.260308033219096,285.397427207208,286.869081424719
72.9,72.9,424.070801887675,393.885943576419,201.454779551411,198.458981684652,214.737425636309,202.423077043517,0.634074860343017,0.595928357398505,5.98687128181544,0.415674573936382,285.39353978773,288.148709958797
73,73,424.670112128409,390.222425308315,201.664664167264,199.883393379085,214.986670657428,203.838274722579,0.634815161451629,0.600070356541578,5.99933353287139,0.141321984286157,285.389644271165,288.646818626811
73.1,73.1,425.270669089043,499.008656617404,201.874643174176,204.45576564996,215.236113596205,209.649581875165,0.635556066135901,0.617419234968677,6.01180567981026,-0.503491892086078,285.385740650921,287.097167590455
73.2,73.2,425.872473734547,441.441631258339,202.084707880205,203.774008154171,215.485744605061,208.343655149002,0.636297545368607,0.613429843797362,6.02428723025304,0.408596626118675,285.381828920725,287.479272578096
73.3,73.3,426.475526980632,413.698511621232,202.294849596923,203.315183582611,215.73555382899,207.583653108768,0.63703957009953,0.611123667428467,6.03677769144948,0.256152098152406,285.377909074626,286.833621645052
73.4,73.4,427.079829693719,408.32279203549,202.505059639787,200.816294076941,215.985531405951,204.976696555617,0.637782111256602,0.603461195691109,6.04927657029757,0.129078318864646,285.373981106991,288.106854564702
73.5,73.5,427.685382690902,448.267518232227,202.715329328512,203.586483256474,216.235667467259,208.223681130078,0.638525139747042,0.61309695210979,6.06178337336297,-0.126802084966034,285.370045012509,286.632754600778
73.6,73.6,428.292186739915,346.995952156864,202.925649987439,197.923424407682,216.48595213797,201.400213162295,0.639268626458508,0.592794143347244,6.07429760689852,0.662965199487863,285.366100786191,288.347483270308
73.7,73.7,428.900242559103,458.953137548545,203.136012945905,202.786001073956,216.736375537274,207.516927097389,0.640012542260232,0.611053997020777,6.08681877686369,-0.525622248155434,285.362148423366,287.54430397903
73.8,73.8,429.509550817394,445.614787237234,203.346409538613,203.367083977934,216.986927778883,207.971423823563,0.640756858004173,0.612349753119272,6.09934638894413,0.148237525965928,285.358187919687,286.824327601344
73.9,73.9,430.120112134269,419.388194481752,203.556831105994,204.338039977967,217.237598971424,208.68789208654,0.641501544526156,0.614378355373742,6.11187994857119,0.226162136986695,285.354219271127,287.11784961327
74,74,430.731927079745,395.774762620388,203.767268994577,202.362553210845,217.488379218827,206.424284381203,0.642246572647021,0.607672845362901,6.12441896094137,0.214762978480797,285.350242473982,287.247503721758
74.1,74.1,431.344996174344,457.526863492162,203.97771455735,204.567694847289,217.739258620719,209.325106611541,0.64299191317377,0.616352717756389,6.13696293103595,-0.266055331094263,285.346257524867,287.892170848595
74.2,74.2,431.959319889078,417.897845413469,204.18815915412,203.009656013771,217.990227272809,207.315637393193,0.643737536900715,0.610349178177764,6.14951136364046,0.287107433486263,285.342264420721,287.677165705452
74.3,74.3,432.574898645428,482.534039069598,204.398594151881,207.123811494828,218.241275267285,212.208614100276,0.644483414610622,0.624876372400563,6.16206376336427,-0.298547175400489,285.338263158805,287.195707119397
74.4,74.4,433.191732815329,428.975980828273,204.609010925166,203.834997398809,218.492392693203,208.274901487239,0.645229517075864,0.613193598286008,6.17461963466013,0.352423136073595,285.3342537367,287.948665362052
74.5,74.5,433.809822721154,374.613634079162,204.819400856409,202.967008867328,218.743569636875,206.820062818254,0.645975815059566,0.608775129922869,6.18717848184374,0.375983986771956,285.330236152312,286.922419281105
74.6,74.6,434.429168635702,393.779585559838,205.029755336302,203.603719511332,218.994796182267,207.669463827667,0.646722279316757,0.611320133880078,6.19973980911333,-0.0331477456857659,285.326210403868,287.651927559895
74.7,74.7,435.049770782186,429.482745191422,205.240065764147,203.856222314427,219.246062411384,208.301916961937,0.647468880595516,0.613274240032608,6.21230312056918,-0.135872838100147,285.322176489916,287.472459154823
74.8,74.8,435.671629334227,309.410581247862,205.450323548213,201.799671864658,219.497358404666,204.956238175887,0.648215589638126,0.603125068959657,6.22486792023329,0.741678631224614,285.318134409328,288.989085902786
