时间,静压,总压,总温,气压高度,指示空速,真空速,马赫数,垂直速度,大气静温
396.9,74922.4648967055,107160.01823646,305.512883307765,2474.46414935384,218.061588659452,259.243620697733,0.784017610063623,8.21218103488667,272.0659830292
397,74914.7380924448,107161.504722275,305.519897692069,2475.28548713066,218.089901564376,259.291490029148,0.784170072748612,8.21457450145738,272.060644333651
397.1,74907.0097185375,107162.603389796,305.526512426992,2476.10706037623,218.117022752259,259.337808199813,0.78431784951667,8.21689040999066,272.055304107554
397.2,74899.2798484886,107163.313772012,305.532726876357,2476.92886133018,218.142951175429,259.382573381168,0.784460934628263,8.21912866905841,272.049962401354
397.3,74891.5485558632,107163.635424168,305.538540426745,2477.75088222315,218.167685828225,259.42578380596,0.784599322528835,8.221289190298,272.044619265549
397.4,74883.815914284,107163.5679238,305.543952487553,2478.57311527709,218.191225747003,259.467437768315,0.784733007849033,8.22337188841574,272.039274750699
397.5,74876.0819974278,107163.110870782,305.548962491051,2479.39555270557,218.213570010147,259.507533623806,0.784861985404928,8.22537668119028,272.033928907414
397.6,74868.3468790228,107162.263887358,305.553569892434,2480.2181867141,218.234717738079,259.546069789517,0.784986250198225,8.22730348947583,272.028581786358
397.7,74860.610632846,107161.026618178,305.55777416987,2481.04100950043,218.254668093267,259.583044744106,0.785105797416473,8.2291522372053,272.023233438247
397.8,74852.8733327198,107159.398730329,305.561574824554,2481.86401325486,218.273420280227,259.618457027866,0.785220622433257,8.2309228513933,272.017883913843
397.9,74845.135052509,107157.37991337,305.564971380752,2482.68719016054,218.290973545536,259.65230524278,0.785330720808393,8.23261526213901,272.012533263956
398,74837.3958661183,107154.969879358,305.567963385844,2483.51053239378,218.307327177833,259.684588052579,0.78543608828811,8.23422940262896,272.00718153944
398.1,74829.6558474893,107152.168362875,305.570550410373,2484.33403212437,218.322480507823,259.715304182793,0.785536720805226,8.23576520913963,272.001828791192
398.2,74821.915070597,107148.975121053,305.572732048078,2485.15768151588,218.336432908286,259.7444524208,0.785632614479314,8.23722262104002,271.996475070147
398.3,74814.1736094475,107145.389933598,305.574507915938,2485.98147272597,218.349183794073,259.77203161588,0.785723765616868,8.238601580794,271.991120427281
398.4,74806.4315380749,107141.412602811,305.57587765421,2486.80539790671,218.360732622113,259.798040679252,0.785810170711453,8.2399020339626,271.985764913606
398.5,74798.6889305383,107137.042953604,305.576840926457,2487.62944920486,218.371078891416,259.822478584123,0.785891826443852,8.24112392920616,271.980408580168
398.6,74790.9458609185,107132.28083352,305.577397419587,2488.45361876224,218.380222143066,259.845344365727,0.785968729682209,8.24226721828635,271.975051478045
398.7,74783.2024033158,107127.126112747,305.577546843879,2489.27789871596,218.388161960231,259.866637121361,0.786040877482153,8.24333185606806,271.969693658346
398.8,74775.4586318465,107121.578684128,305.577288933016,2490.10228119879,218.394897968154,259.886356010425,0.78610826708693,8.24431780052123,271.964335172208
398.9,74767.7146206401,107115.638463178,305.576623444107,2490.92675833945,218.400429834157,259.904500254449,0.786170895927517,8.24522501272245,271.958976070794
399,74759.9704438367,107109.305388086,305.575550157712,2491.75132226293,218.404757267634,259.921069137131,0.786228761622729,8.24605345685654,271.953616405291
399.1,74752.2261755831,107102.579419724,305.574068877866,2492.57596509078,218.407880020053,259.936062004359,0.786281861979327,8.24680310021795,271.94825622691
399.2,74744.4818900312,107095.460541654,305.5721794321,2493.40067894145,218.409797884948,259.949478264241,0.786330194992106,8.24747391321204,271.942895586881
399.3,74736.737661334,107087.948760129,305.569881671453,2494.22545593058,218.410510697917,259.961317387125,0.786373758843987,8.24806586935625,271.937534536451
399.4,74728.9935636432,107080.044104091,305.567175470496,2495.05028817131,218.410018336616,259.971578905624,0.786412551906096,8.24857894528118,271.932173126886
399.5,74721.2496711061,107071.746625176,305.564060727339,2495.87516777461,218.408320720752,259.980262414629,0.786446572737836,8.24901312073146,271.926811409465
399.6,74713.5060578627,107063.056397702,305.560537363645,2496.70008684958,218.405417812076,259.987367571332,0.786475820086951,8.2493683785666,271.921449435478
399.7,74705.7627980426,107053.973518671,305.556605324642,2497.52503750375,218.40130961438,259.992894095232,0.786500292889586,8.24964470476162,271.916087256226
399.8,74698.0199657624,107044.498107758,305.552264579127,2498.3500118434,218.395996173482,259.996841768153,0.786519990270335,8.24984208840763,271.910724923018
399.9,74690.2776351227,107034.630307301,305.547515119473,2499.17500197391,218.389477577222,259.999210434245,0.786534911542285,8.24996052171227,271.90536248717
400,74682.5358802047,107024.370282293,305.542356961631,2500,218.381753955449,260,0.786545056207052,8.25,271.9
400.1,74674.7947750679,107013.718220364,305.536790145134,2500.82499802608,218.372825480013,259.999210434245,0.786550423954806,8.24996052171227,271.89463751283
400.2,74667.054393747,107002.674331766,305.530814733091,2501.64998815659,218.362692364753,259.996841768153,0.786551014664296,8.24984208840763,271.889275076982
400.3,74659.3148102487,106991.238849359,305.524430812191,2502.47496249625,218.351354865485,259.992894095232,0.786546828402858,8.24964470476162,271.883912743774
400.4,74651.5760985493,106979.41202859,305.51763849269,2503.29991315041,218.338813279987,259.987367571332,0.786537865426424,8.2493683785666,271.878550564522
400.5,74643.838332591,106967.194147466,305.510437908409,2504.12483222538,218.325067947991,259.980262414629,0.786524126179519,8.24901312073146,271.873188590535
400.6,74636.1015862798,106954.585506539,305.502829216723,2504.94971182868,218.310119251163,259.971578905624,0.786505611295253,8.24857894528118,271.867826873114
400.7,74628.3659334822,106941.586428874,305.494812598551,2505.77454406941,218.293967613091,259.961317387125,0.786482321595302,8.24806586935625,271.862465463549
400.8,74620.6314480224,106928.197260023,305.486388258339,2506.59932105854,218.27661349927,259.949478264241,0.786454258089883,8.24747391321204,271.857104413119
400.9,74612.8982036792,106914.418367998,305.477556424047,2507.42403490921,218.258057417083,259.936062004359,0.786421421977727,8.24680310021795,271.85174377309
401,74605.1662741833,106900.250143235,305.46831734713,2508.24867773706,218.238299915787,259.921069137131,0.786383814646037,8.24605345685654,271.846383594709
401.1,74597.4357332143,106885.692998562,305.45867130252,2509.07324166054,218.217341586492,259.904500254449,0.786341437670438,8.24522501272245,271.841023929206
401.2,74589.7066543978,106870.747369165,305.448618588601,2509.8977188012,218.195183062144,259.886356010425,0.786294292814932,8.24431780052123,271.835664827792
401.3,74581.9791113028,106855.413712548,305.438159527187,2510.72210128403,218.171825017508,259.866637121361,0.786242382031825,8.24333185606806,271.830306341654
401.4,74574.2531774383,106839.692508495,305.427294463496,2511.54638123775,218.147268169143,259.845344365727,0.786185707461669,8.24226721828634,271.824948521955
401.5,74566.5289262508,106823.584259029,305.41602376612,2512.37055079513,218.121513275384,259.822478584123,0.786124271433179,8.24112392920616,271.819591419832
401.6,74558.8064311211,106807.089488364,305.404347826997,2513.19460209329,218.09456113632,259.798040679252,0.78605807646315,8.2399020339626,271.814235086394
401.7,74551.0857653618,106790.208742865,305.392267061376,2514.01852727402,218.066412593773,259.77203161588,0.785987125256368,8.238601580794,271.808879572719
