时间,静压,总压,总温,气压高度,指示空速,真空速,马赫数,垂直速度,大气静温
863.1,51394.6999774176,64535.4319155519,271.737866803771,5371.0348342064,143.279453981693,192.801864851103,0.604367942069012,4.89009324255517,253.238273577658
863.2,51391.3063581339,64556.5402339443,271.770170227347,5371.52430558771,143.407345284943,192.986687675159,0.604951098614999,4.89933438375796,253.23509201368
863.3,51387.9064952324,64577.808088818,271.802706672458,5372.01470374925,143.535967069064,193.172576938532,0.60553761267871,4.90862884692657,253.23190442563
863.4,51384.5003529011,64599.2348193529,271.835475284141,5372.50603400485,143.665313727121,193.35952530263,0.606127461381607,4.91797626513151,253.228710778968
863.5,51381.0878955928,64620.8197578051,271.868475197521,5372.99830163157,143.795379623594,193.547525387054,0.606720621713623,4.9273762693527,253.225511039395
863.6,51377.6690880267,64642.5622294674,271.901705537749,5373.49151186947,143.926159094641,193.736569769882,0.607317070534071,4.9368284884941,253.222305172848
863.7,51374.2438951893,64664.4615526312,271.935165419948,5373.98566992136,144.057646448368,193.926650987965,0.607916784572548,4.94633254939825,253.219093145511
863.8,51370.8122823367,64686.5170385482,271.968853949153,5374.48078095267,144.189835965099,194.117761537222,0.608519740429855,4.95588807686112,253.215874923808
863.9,51367.374214995,64708.7279913927,272.002770220252,5374.9768500912,144.322721897644,194.309893872937,0.60912591457892,4.96549469364684,253.212650474407
864,51363.9296589623,64731.0937082242,272.036913317934,5375.47388242691,144.456298471573,194.503040410053,0.60973528336572,4.97515202050263,253.209419764225
864.1,51360.4785803099,64753.6134789512,272.071282316627,5375.97188301174,144.590559885489,194.697193523475,0.610347823010214,4.98485967617376,253.206182760424
864.2,51357.0209453837,64776.2865862941,272.105876280448,5376.47085685942,144.7255003113,194.892345548372,0.610963509607275,4.9946172774186,253.202939430414
864.3,51353.5567208052,64799.1123057496,272.140694263145,5376.97080894524,144.861113894494,195.088488780476,0.611582319127639,5.00442443902378,253.199689741856
864.4,51350.0858734733,64822.0899055559,272.175735308042,5377.47174420589,144.997394754417,195.285615476387,0.612204227418839,5.01428077381935,253.196433662662
864.5,51346.6083705654,64845.2186466572,272.21099844799,5377.97366753921,145.134336984549,195.483717853881,0.612829210206165,5.02418589269405,253.193171160995
864.6,51343.1241795384,64868.4977826696,272.246482705309,5378.47658380408,145.271934652781,195.682788092216,0.613457243093613,5.03413940461079,253.189902205273
864.7,51339.6332681308,64891.9265598476,272.282187091738,5378.98049782014,145.410181801698,195.882818332439,0.614088301564851,5.04414091662196,253.186626764169
864.8,51336.1356043628,64915.5042170506,272.318110608384,5379.48541436766,145.549072448857,196.083800677699,0.614722360984175,5.05419003388497,253.18334480661
864.9,51332.6311565389,64939.2299857101,272.354252245671,5379.99133818734,145.688600587065,196.285727193558,0.615359396597484,5.0642863596779,253.180056301782
865,51329.1198932481,64963.1030897979,272.390610983288,5380.4982739801,145.82876018467,196.488589908301,0.61599938353325,5.07442949541505,253.176761219129
865.1,51325.6017833656,64987.1227457945,272.427185790145,5381.0062264069,145.969545185834,196.692380813257,0.616642296803506,5.08461904066285,253.173459528355
865.2,51322.076796054,65011.2881626578,272.463975624318,5381.51520008859,146.110949510827,196.897091863109,0.617288111304813,5.09485459315547,253.170151199424
865.3,51318.5449007643,65035.5985417933,272.500979433004,5382.02519960569,146.252967056304,197.102714976217,0.61793680181926,5.10513574881083,253.166836202563
865.4,51315.0060672377,65060.053077024,272.538196152478,5382.53622949822,146.395591695598,197.30924203493,0.618588343015448,5.1154621017465,253.163514508262
865.5,51311.4602655058,65084.6509545612,272.57562470804,5383.04829426552,146.538817279,197.516664885915,0.619242709449495,5.12583324429574,253.160186087274
865.6,51307.9074658931,65109.3913529767,272.613264013975,5383.56139836609,146.682637634054,197.724975340473,0.619899875566027,5.13624876702363,253.15685091062
865.7,51304.3476390167,65134.2734431738,272.651112973507,5384.07554621737,146.827046565842,197.934165174863,0.620559815699189,5.14670825874315,253.153508949587
865.8,51300.7807557888,65159.2963883615,272.689170478753,5384.59074219564,146.972037857272,198.144226130629,0.621222504073652,5.15721130653147,253.150160175728
865.9,51297.2067874168,65184.4593440266,272.727435410686,5385.10699063575,147.117605269375,198.355149914925,0.621887914805627,5.16775749574626,253.146804560868
866,51293.6257054053,65209.7614579089,272.765906639089,5385.62429583104,147.263742541587,198.56692820084,0.622556021903882,5.17834641004201,253.143442077098
866.1,51290.0374815566,65235.2018699758,272.804583022515,5386.14266203311,147.41044339205,198.779552627731,0.623226799270767,5.18897763138654,253.140072696785
866.2,51286.4420879719,65260.7797123972,272.843463408248,5386.66209345169,147.557701517898,198.993014801548,0.623900220703236,5.19965074007741,253.136696392564
866.3,51282.8394970529,65286.4941095229,272.882546632263,5387.18259425443,147.705510595555,199.207306295172,0.62457625989388,5.21036531475859,253.133313137346
866.4,51279.2296815022,65312.3441778585,272.921831519189,5387.70416856679,147.853864281028,199.42241864874,0.625254890431959,5.221120932437,253.129922904316
866.5,51275.6126143248,65338.3290260437,272.961316882273,5388.22682047183,148.002756210203,199.638343369985,0.625936085804441,5.23191716849927,253.126525666933
866.6,51271.9882688291,65364.4477548307,273.001001523339,5388.7505540101,148.152179999135,199.85507193457,0.626619819397049,5.24275359672849,253.123121398934
866.7,51268.3566186278,65390.6994570631,273.040884232762,5389.2753731794,148.302129244355,200.07259578642,0.627306064495298,5.25362978932102,253.119710074334
866.8,51264.7176376393,65417.083217656,273.080963789424,5389.80128193471,148.452597523157,200.290906338069,0.627994794285554,5.26454531690343,253.116291667424
866.9,51261.0713000882,65443.5981135769,273.121238960689,5390.32828418798,148.603578393901,200.509994970987,0.628685981856082,5.27549974854935,253.112866152778
867,51257.4175805067,65470.2432138268,273.161708502366,5390.856383808,148.75506539631,200.729853035932,0.629379600198106,5.28649265179658,253.109433505248
867.1,51253.7564537355,65497.0175794229,273.202371158682,5391.38558462022,148.90705205177,200.950471853283,0.630075622206872,5.29752359266413,253.105993699969
867.2,51250.0878949248,65523.9202633814,273.243225662249,5391.91589040664,149.059531863628,201.171842713387,0.630774020682712,5.30859213566934,253.102546712357
867.3,51246.4118795353,65550.9503107015,273.284270734038,5392.44730490562,149.212498317492,201.393956876902,0.631474768332112,5.3196978438451,253.099092518113
867.4,51242.7283833389,65578.10675835,273.325505083349,5392.97983181175,149.365944881533,201.616805575141,0.632177837768785,5.33084027875705,253.095631093224
867.5,51239.0373824201,65605.3886352467,273.366927407787,5393.51347477571,149.519865006786,201.840380010418,0.63288320151475,5.34201900052091,253.092162413958
867.6,51235.3388531767,65632.7949622514,273.408536393234,5394.04823740413,149.674252127448,202.064671356399,0.63359083200141,5.35323356781994,253.088686456873
867.7,51231.6327723207,65660.3247521503,273.450330713827,5394.58412325942,149.829099661189,202.289670758444,0.634300701570634,5.36448353792221,253.085203198814
867.8,51227.919116879,65687.9770096443,273.492309031937,5395.12113585965,149.984401009443,202.515369333963,0.635012782475847,5.37576846669815,253.081712616912
867.9,51224.197864195,65715.7507313384,273.534469998139,5395.65927867841,150.140149557718,202.741758172762,0.635727046883115,5.38708790863809,253.07821468859
868,51220.4689919287,65743.6449057307,273.576812251203,5396.19855514469,150.296338675902,202.968828337397,0.636443466872246,5.39844141686986,253.07470939156
868.1,51216.7324780579,65771.6585132037,273.619334418063,5396.73896864269,150.452961718558,203.196570863528,0.637162014437885,5.4098285431764,253.071196703822
868.2,51212.9883008794,65799.7905260155,273.662035113807,5397.28052251175,150.610012025238,203.424976760269,0.637882661490608,5.42124883801345,253.067676603674
868.3,51209.2364390091,65828.0399082922,273.704912941657,5397.82322004618,150.767482920778,203.654037010546,0.638605379858034,5.43270185052731,253.0641490697
868.4,51205.4768713835,65856.4056160217,273.747966492952,5398.36706449513,150.925367715612,203.883742571454,0.63933014128593,5.44418712857269,253.060614080782
868.5,51201.7095772602,65884.8865970473,273.791194347137,5398.9120590625,151.08365970607,204.114084374609,0.640056917439315,5.45570421873045,253.057071616094
868.6,51197.9345362188,65913.4817910634,273.834595071744,5399.45820690675,151.242352174691,204.345053326512,0.640785679903585,5.46725266632561,253.053521655106
868.7,51194.1517281615,65942.1901296112,273.878167222386,5400.00551114084,151.401438390519,204.576640308904,0.641516400185615,5.47883201544521,253.049964177585
868.8,51190.3611333143,65971.0105360763,273.921909342743,5400.55397483206,151.56091160942,204.808836179128,0.642249049714894,5.49044180895641,253.046399163592
868.9,51186.5627322275,65999.941925686,273.965819964552,5401.10360100193,151.72076507438,205.041631770488,0.642983599844634,5.50208158852442,253.042826593487
869,51182.7565057763,66028.9832055084,274.0098976076,5401.65439262609,151.880992015815,205.275017892613,0.643720021852901,5.51375089463065,253.03924644793
869.1,51178.9424351617,66058.1332744526,274.054140779718,5402.20635263415,152.041585651878,205.508985331818,0.644458286943748,5.52544926659091,253.035658707878
869.2,51175.1205019115,66087.3910232693,274.098547976774,5402.75948390961,152.202539188767,205.74352485147,0.645198366248338,5.53717624257351,253.032063354588
869.3,51171.2906878805,66116.7553345526,274.143117682669,5403.31378928972,152.363845821029,205.97862719235,0.645940230826083,5.5489313596175,253.028460369617
869.4,51167.4529752516,66146.2250827427,274.187848369333,5403.86927156539,152.525498731869,206.21428307302,0.64668385166578,5.56071415365099,253.024849734825
869.5,51163.6073465364,66175.79913413,274.232738496727,5404.42593348104,152.687491093458,206.450483190188,0.647429199686747,5.57252415950942,253.021231432373
869.6,51159.7537845755,66205.4763468593,274.277786512838,5404.98377773457,152.849816067241,206.687218219081,0.648176245739976,5.58436091095403,253.017605444725
869.7,51155.89227254,66235.2555709361,274.322990853685,5405.54280697715,153.012466804243,206.924478813803,0.648924960609266,5.59622394069013,253.013971754649
869.8,51152.0227939312,66265.1356482331,274.368349943318,5406.1030238132,153.175436445378,207.162255607712,0.649675315012377,5.6081127803856,253.010330345214
869.9,51148.1453325817,66295.1154124976,274.413862193822,5406.66443080026,153.338718121755,207.400539213788,0.650427279602176,5.6200269606894,253.006681199798
870,51144.2598726563,66325.1936893611,274.459526005327,5407.22703044885,153.502304954989,207.639320225002,0.651180824967796,5.63196601125011,253.003024302082
870.1,51140.3663986518,66355.3692963483,274.505339766007,5407.79082522245,153.666190057506,207.878589214689,0.65193592163579,5.64392946073446,252.999359636054
870.2,51136.4648953987,66385.6410428885,274.551301852095,5408.35581753733,153.830366532852,208.118336736919,0.652692540071281,5.65591683684594,252.995687186007
870.3,51132.5553480605,66416.0077303265,274.59741062789,5408.92200976249,153.994827476001,208.358553326869,0.65345065067913,5.66792766634346,252.992006936544
870.4,51128.6377421354,66446.468151937,274.643664445766,5409.48940421956,154.159565973662,208.599229501201,0.654210223805099,5.67996147506006,252.988318872573
870.5,51124.7120634561,66477.0210929368,274.690061646189,5410.05800318271,154.324575104586,208.840355758431,0.654971229737009,5.69201778792155,252.984622979312
870.6,51120.7782981908,66507.6653305012,274.736600557727,5410.62780887855,154.489847939879,209.081922579307,0.655733638705915,5.70409612896536,252.980919242289
870.7,51116.8364328434,66538.3996337789,274.783279497067,5411.19882348607,154.655377543301,209.323920427185,0.656497420887267,5.71619602135925,252.977207647341
870.8,51112.8864542543,66569.22276391,274.83009676903,5411.77104913651,154.821156971579,209.566339748404,0.65726254640209,5.72831698742022,252.973488180613
870.9,51108.9283496007,66600.1334740433,274.877050666594,5412.34448791331,154.987179274713,209.809170972665,0.658028985318152,5.74045854863325,252.969760828563
871,51104.9621063969,66631.1305093558,274.924139470908,5412.91914185202,155.153437496284,210.052404513406,0.658796707651137,5.7526202256703,252.966025577962
871.1,51100.9877124952,66662.2126070732,274.971361451317,5413.49501294023,155.319924673758,210.296030768184,0.659565683365833,5.76480153840919,252.962282415888
871.2,51097.0051560862,66693.3784964909,275.018714865382,5414.07210311745,155.486633838799,210.540040119051,0.660335882377303,5.77700200595256,252.958531329737
871.3,51093.0144256991,66724.6268989963,275.066197958908,5414.65041427508,155.653558017566,210.784422932937,0.661107274552068,5.78922114664683,252.954772307212
871.4,51089.0155102022,66755.9565280926,275.113808965965,5415.22994825631,155.820690231029,211.029169562025,0.66187982970929,5.80145847810126,252.951005336334
871.5,51085.0083988032,66787.3660894232,275.16154610892,5415.81070685608,155.988023495268,211.274270344139,0.662653517621963,5.81371351720693,252.947230405435
871.6,51080.9930810502,66818.8542807972,275.209407598463,5416.39269182095,156.155550821782,211.519715603118,0.663428308018092,5.82598578015589,252.943447503164
871.7,51076.969546831,66850.4197922161,275.257391633637,5416.97590484908,156.323265217796,211.765495649205,0.66420417058189,5.83827478246025,252.939656618481
871.8,51072.9377863745,66882.0613059021,275.30549640187,5417.56034759015,156.491159686562,212.011600779424,0.664981074954962,5.8505800389712,252.935857740664
871.9,51068.8977902504,66913.7774963262,275.353720079011,5418.14602164529,156.659227227667,212.258021277966,0.665758990737499,5.8629010638983,252.932050859306
872,51064.84954937,66945.5670302388,275.402060829361,5418.73292856703,156.827460837335,212.504747416571,0.666537887489473,5.87523737082855,252.928235964314
872.1,51060.7930549862,66977.4285667007,275.450516805711,5419.32106985921,156.995853508737,212.751769454915,0.667317734731838,5.88758847274573,252.924413045915
872.2,51056.7282986939,67009.3607571149,275.499086149381,5419.91044697695,157.164398232286,212.999077640989,0.668098501947713,5.89995388204946,252.92058209465
872.3,51052.6552724303,67041.3622452605,275.547766990258,5420.50106132658,157.333087995947,213.246662211491,0.668880158583595,5.91233311057455,252.916743101377
872.4,51048.5739684753,67073.4316673265,275.596557446839,5421.09291426559,157.501915785537,213.494513392205,0.669662674050549,5.92472566961025,252.912896057274
872.5,51044.4843794516,67105.5676519477,275.645455626268,5421.68600710256,157.670874585032,213.742621398391,0.670446017725417,5.93713106991954,252.909040953833
872.6,51040.3864983252,67137.7688202413,275.69445962439,5422.28034109715,157.839957376862,213.99097643517,0.671230158952015,5.9495488217585,252.905177782869
872.7,51036.2803184052,67170.0337858443,275.743567525787,5422.87591745998,158.009157142217,214.23956869791,0.672015067042339,5.96197843489551,252.90130653651
872.8,51032.1658333446,67202.3611549527,275.79277740383,5423.47273735266,158.178466861349,214.488388372615,0.672800711277769,5.97441941863073,252.897427207208
872.9,51028.0430371401,67234.749526361,275.842087320727,5424.07080188768,158.347879513869,214.737425636309,0.67358706091028,5.98687128181545,252.89353978773
873,51023.9119241325,67267.1974915038,275.891495327575,5424.67011212841,158.517388079052,214.986670657428,0.674374085163642,5.9993335328714,252.889644271165
873.1,51019.7724890067,67299.7036344974,275.940999464409,5425.27066908905,158.686985536132,215.236113596205,0.675161753234639,6.01180567981027,252.885740650921
873.2,51015.624726792,67332.2665321836,275.990597760257,5425.87247373455,158.856664864604,215.485744605061,0.675950034294265,6.02428723025304,252.881828920725
873.3,51011.4686328625,67364.8847541737,276.040288233196,5426.47552698064,159.026419044523,215.73555382899,0.676738897488952,6.03677769144949,252.877909074626
873.4,51007.3042029366,67397.5568628939,276.090068890407,5427.07982969372,159.196241056796,215.985531405952,0.677528311941763,6.04927657029759,252.873981106991
873.5,51003.1314330779,67430.2814136324,276.139937728233,5427.68538269091,159.366123883488,216.23566746726,0.67831824675362,6.06178337336298,252.870045012509
873.6,50998.9503196947,67463.0569545866,276.189892732242,5428.29218673992,159.536060508114,216.48595213797,0.67910867100451,6.07429760689852,252.86610078619
873.7,50994.7608595406,67495.8820269126,276.239931877285,5428.90024255911,159.706043915936,216.736375537274,0.679899553754703,6.08681877686369,252.862148423366
873.8,50990.5630497139,67528.755164774,276.290053127562,5429.5095508174,159.876067094254,216.986927778883,0.680690864045962,6.09934638894415,252.858187919687
873.9,50986.3568876586,67561.6748953942,276.340254436681,5430.12011213427,160.046123032712,217.237598971424,0.681482570902764,6.11187994857121,252.854219271127
874,50982.1423711636,67594.6397391078,276.390533747733,5430.73192707975,160.216204723578,217.488379218827,0.682274643333513,6.12441896094137,252.850242473982
874.1,50977.9194983633,67627.6482094142,276.44088899335,5431.34499617435,160.386305162049,217.739258620719,0.683067050331764,6.13696293103596,252.846257524867
874.2,50973.6882677375,67660.6988130318,276.491318095783,5431.95931988908,160.556417346537,217.990227272809,0.683859760877431,6.14951136364047,252.842264420721
874.3,50969.4486781112,67693.7900499534,276.541818966967,5432.57489864543,160.726534278964,218.241275267286,0.684652743938012,6.16206376336429,252.838263158805
874.4,50965.2007286548,67726.9204135029,276.592389508594,5433.19173281533,160.896648965051,218.492392693203,0.685445968469806,6.17461963466014,252.8342537367
874.5,50960.9444188842,67760.0883903933,276.643027612191,5433.80982272116,161.066754414612,218.743569636875,0.686239403419134,6.18717848184375,252.830236152312
874.6,50956.6797486604,67793.2924607851,276.693731159193,5434.42916863571,161.236843641839,218.994796182267,0.687033017723556,6.19973980911333,252.826210403868
874.7,50952.4067181899,67826.5310983459,276.744498021017,5435.04977078219,161.406909665594,219.246062411384,0.687826780313093,6.2123031205692,252.822176489916
874.8,50948.1253280242,67859.8027703121,276.795326059148,5435.67162933423,161.576945509698,219.497358404666,0.688620660111445,6.2248679202333,252.818134409327
874.9,50943.8355790603,67893.1059375506,276.846213125213,5436.29474441585,161.746944203215,219.748674241378,0.689414626037218,6.2374337120689,252.814084161297
875,50939.53747254,67926.4390546217,276.897157061065,5436.91911610145,161.91689878074,220,0.690208647005135,6.25000000000001,252.810025745341
875.1,50935.2310100502,67959.8005698437,276.948155698867,5437.54474441585,162.086802282686,220.251325758623,0.691002691927267,6.26256628793113,252.805959161297
875.2,50930.9161935226,67993.1889253583,276.999206861177,5438.17162933423,162.256647755567,220.502641595334,0.691796729714248,6.27513207976671,252.801884409327
875.3,50926.5930252339,68026.6025571966,277.050308361033,5438.79977078219,162.426428252282,220.753937588617,0.692590729276499,6.28769687943083,252.797801489916
875.4,50922.261507805,68060.039895347,277.101458002044,5439.42916863571,162.596136832399,221.005203817734,0.693384659525446,6.30026019088669,252.793710403868
875.5,50917.9216442017,68093.4993638232,277.152653578476,5440.05982272116,162.765766562437,221.256430363125,0.694178489374746,6.31282151815627,252.789611152312
875.6,50913.5734377337,68126.9793807347,277.203892875346,5440.69173281533,162.935310516146,221.507607306797,0.694972187741505,6.32538036533987,252.7855037367
875.7,50909.2168920552,68160.4783583565,277.255173668514,5441.32489864543,163.104761774787,221.758724732715,0.695765723547501,6.33793623663574,252.781388158805
875.8,50904.8520111639,68193.9947032015,277.306493724776,5441.95931988908,163.274113427414,222.009772727191,0.696559065720403,6.35048863635955,252.777264420721
875.9,50900.4787994016,68227.5268160932,277.357850801962,5442.59499617435,163.44335857115,222.260741379281,0.697352183194991,6.36303706896407,252.773132524867
876,50896.0972614533,68261.0730922391,277.409242649031,5443.23192707975,163.612490311464,222.511620781172,0.69814504491438,6.37558103905863,252.768992473982
876.1,50891.7074023475,68294.6319213065,277.460667006172,5443.87011213427,163.781501762451,222.762401028576,0.698937619831241,6.38812005142882,252.764844271127
876.2,50887.3092274553,68328.2016874975,277.512121604904,5444.5095508174,163.950386047102,223.013072221118,0.699729876909013,6.40065361105588,252.760687919687
876.3,50882.902742491,68361.7807696263,277.563604168174,5445.15024255911,164.119136297583,223.263624462727,0.700521785123131,6.41318122313633,252.756523423366
876.4,50878.4879535111,68395.3675411977,277.615112410468,5445.79218673992,164.287745655506,223.51404786203,0.701313313462239,6.42570239310151,252.752350786191
876.5,50874.0648669142,68428.9603704851,277.666644037909,5446.43538269091,164.456207272201,223.764332532741,0.702104430929412,6.43821662663703,252.748170012509
876.6,50869.6334894408,68462.5576206119,277.718196748365,5447.07982969372,164.624514308992,224.014468594049,0.702895106543377,6.45072342970244,252.743981106991
876.7,50865.193828173,68496.1576496311,277.769768231559,5447.72552698064,164.792659937459,224.264446171011,0.70368530933972,6.46322230855053,252.739784074626
876.8,50860.7458905341,68529.7588106087,277.821356169178,5448.37247373455,164.960637339715,224.51425539494,0.704475008372113,6.47571276974698,252.735578920725
876.9,50856.2896842881,68563.3594517057,277.87295823498,5449.02066908905,165.128439708669,224.763886403795,0.705264172713524,6.48819432018975,252.731365650921
877,50851.8252175395,68596.957916263,277.924572094912,5449.67011212841,165.296060248296,225.013329342572,0.706052771457437,6.50066646712861,252.727144271165
877.1,50847.352498733,68630.5525428858,277.976195407218,5450.32080188768,165.463492173903,225.262574363692,0.706840773719064,6.51312871818458,252.72291478773
877.2,50842.871536653,68664.1416655303,278.027825822559,5450.97273735266,165.630728712392,225.511611627386,0.707628148636555,6.52558058136929,252.718677207208
877.3,50838.3823404231,68697.7236135899,278.079460984126,5451.62591745998,165.797763102522,225.76043130209,0.708414865372217,6.53802156510451,252.71443153651
877.4,50833.8849195058,68731.2967119843,278.13109852776,5452.28034109715,165.964588595179,226.009023564831,0.709200893113726,6.55045117824153,252.710177782868
877.5,50829.3792837021,68764.8592812471,278.182736082071,5452.93600710257,166.131198453629,226.257378601609,0.709986201075331,6.56286893008047,252.705915953833
877.6,50824.865443151,68798.4096376168,278.234371268559,5453.59291426559,166.297585953783,226.505486607796,0.710770758499073,6.57527433038978,252.701646057274
877.7,50820.3434083289,68831.9460931272,278.286001701736,5454.25106132658,166.463744384455,226.753337788509,0.711554534655986,6.58766688942547,252.697368101377
877.8,50815.8131900494,68865.4669556993,278.337624989248,5454.91044697695,166.629667047621,227.000922359011,0.71233749884731,6.60004611795056,252.69308209465
877.9,50811.2747994626,68898.9705292337,278.389238732004,5455.57106985921,166.795347258672,227.248230545086,0.713119620405696,6.61241152725429,252.688788045915
878,50806.7282480548,68932.4551137047,278.440840524299,5456.23292856703,166.960778346674,227.495252583429,0.71390086869641,6.62476262917146,252.684485964314
878.1,50802.1735476477,68965.9190052546,278.492427953942,5456.89602164529,167.125953654622,227.741978722034,0.71468121311854,6.63709893610172,252.680175859306
878.2,50797.610710398,68999.3604962894,278.543998602388,5457.56034759015,167.29086653969,227.988399220576,0.715460623106198,6.64941996102882,252.675857740664
878.3,50793.0397487971,69032.7778755746,278.595550044864,5458.22590484908,167.455510373488,228.234504350796,0.716239068129721,6.66172521753978,252.671531618481
878.4,50788.4606756701,69066.1694283329,278.647079850507,5458.89269182095,167.619878542304,228.480284396883,0.71701651769687,6.67401421984413,252.667197503164
878.5,50783.8735041756,69099.5334363424,278.698585582488,5459.56070685608,167.783964447365,228.725729655862,0.717792941354029,6.68628648279309,252.662855405435
878.6,50779.2782478047,69132.8681780356,278.750064798158,5460.22994825631,167.947761505076,228.970830437975,0.71856830868741,6.69854152189877,252.658505336334
878.7,50774.6749203812,69166.1719285988,278.801515049172,5460.90041427508,168.111263147272,229.215577067064,0.719342589324235,6.71077885335319,252.654147307212
878.8,50770.0635360598,69199.4429600732,278.852933881635,5461.57210311745,168.274462821463,229.459959880949,0.720115752933942,6.72299799404747,252.649781329737
878.9,50765.4441093266,69232.6795414564,278.904318836235,5462.24501294023,168.437353991074,229.703969231817,0.72088776922937,6.73519846159083,252.645407415888
879,50760.8166549978,69265.8799388049,278.955667448386,5462.91914185202,168.599930135696,229.947595486594,0.721658607967955,6.74737977432971,252.641025577962
879.1,50756.1811882194,69299.042415337,279.006977248367,5463.59448791331,168.762184751322,230.190829027335,0.722428238952919,6.75954145136677,252.636635828563
879.2,50751.5377244661,69332.1652315374,279.058245761464,5464.27104913651,168.924111350589,230.433660251596,0.723196632034452,6.77168301257981,252.632238180613
879.3,50746.8862795411,69365.2466452611,279.109470508113,5464.94882348607,169.08570346302,230.676079572815,0.723963757110903,6.78380397864076,252.627832647341
879.4,50742.2268695752,69398.2849118401,279.160649004045,5465.62780887855,169.246954635257,230.918077420693,0.724729584129965,6.79590387103466,252.623419242289
879.5,50737.5595110261,69431.2782841892,279.211778760434,5466.30800318271,169.407858431302,231.159644241569,0.725494083089849,6.80798221207846,252.618997979312
879.6,50732.8842206776,69464.2250129133,279.262857284039,5466.98940421956,169.568408432752,231.400770498799,0.726257224040474,6.82003852493996,252.614568872573
879.7,50728.2010156389,69497.1233464153,279.313882077357,5467.67200976249,169.72859823903,231.641446673131,0.727018977084638,6.83207233365655,252.610131936544
879.8,50723.5099133441,69529.971531005,279.364850638769,5468.35581753733,169.888421467621,231.881663263082,0.727779312379197,6.84408316315408,252.605687186007
879.9,50718.8109315511,69562.7678110083,279.415760462691,5469.04082522245,170.047871754302,232.121410785311,0.728538200136238,6.85607053926556,252.601234636054
880,50714.104088341,69595.5104288776,279.466609039727,5469.72703044885,170.206942753372,232.360679774998,0.729295610624251,6.8680339887499,252.596774302082
880.1,50709.3894021173,69628.1976253026,279.517393856819,5470.41443080025,170.365628137881,232.599460786212,0.730051514169298,6.87997303931061,252.592306199798
880.2,50704.666891605,69660.8276393219,279.568112397404,5471.1030238132,170.523921599858,232.837744392289,0.730805881156183,6.89188721961443,252.587830345214
880.3,50699.93657585,69693.3987084354,279.618762141567,5471.79280697715,170.681816850535,233.075521186198,0.731558682029614,6.9037760593099,252.583346754649
880.4,50695.1984742181,69725.9090687172,279.669340566194,5472.48377773456,170.839307620574,233.31278178092,0.732309887295367,6.91563908904599,252.578855444725
880.5,50690.4526063943,69758.3569549289,279.719845145137,5473.17593348104,170.996387660289,233.549516809812,0.733059467521445,6.92747584049058,252.574356432373
880.6,50685.6989923817,69790.7406006349,279.770273349362,5473.86927156538,171.153050739869,233.785716926981,0.733807393339243,6.93928584634904,252.569849734825
880.7,50680.9376525009,69823.0582383165,279.820622647116,5474.56378928972,171.309290649595,234.021372807651,0.734553635444693,6.95106864038253,252.565335369617
880.8,50676.1686073891,69855.3080994877,279.870890504084,5475.25948390961,171.465101200064,234.25647514853,0.735298164599426,6.96282375742652,252.560813354588
880.9,50671.3918779989,69887.4884148117,279.921074383547,5475.95635263415,171.620476222404,234.491014668182,0.736040951631915,6.9745507334091,252.556283707878
881,50666.607485598,69919.5974142174,279.971171746551,5476.65439262609,171.775409568489,234.724982107387,0.736781967438633,6.98624910536936,252.55174644793
881.1,50661.8154517676,69951.6333270174,280.021180052065,5477.35360100193,171.92989511116,234.958368229512,0.737521182985192,6.99791841147561,252.547201593487
881.2,50657.015798402,69983.5943820253,280.071096757144,5478.05397483206,172.08392674443,235.191163820872,0.738258569307482,7.00955819104362,252.542649163592
881.3,50652.2085477073,70015.4788076749,280.120919317097,5478.75551114084,172.237498383701,235.423359691096,0.738994097512822,7.02116798455481,252.538089177585
881.4,50647.3937222007,70047.2848321392,280.170645185653,5479.45820690675,172.390603965975,235.654946673488,0.739727738781085,7.03274733367442,252.533521655106
881.5,50642.5713447095,70079.0106834501,280.220271815124,5480.1620590625,172.543237450064,235.885915625391,0.740459464365845,7.04429578126957,252.528946616094
881.6,50637.7414383699,70110.6545896188,280.269796656578,5480.86706449513,172.695392816793,236.116257428547,0.7411892455955,7.05581287142734,252.524364080782
881.7,50632.9040266264,70142.2147787564,280.319217160001,5481.57322004618,172.847064069211,236.345962989454,0.741917053874402,7.06729814947271,252.5197740697
881.8,50628.0591332304,70173.6894791953,280.368530774472,5482.28052251175,172.998245232796,236.575023239732,0.742642860683987,7.07875116198658,252.515176603674
881.9,50623.2067822393,70205.0769196112,280.417734948329,5482.98896864269,173.148930355657,236.803429136473,0.743366637583894,7.09017145682363,252.510571703822
882,50618.3469980158,70236.375329145,280.466827129344,5483.69855514469,173.299113508734,237.031171662603,0.744088356213085,7.10155858313015,252.505959391559
882.1,50613.4798052264,70267.582937526,280.515804764889,5484.40927867841,173.448788786004,237.258241827239,0.744807988290967,7.11291209136193,252.50133968859
882.2,50608.6052288406,70298.6979751947,280.564665302114,5485.12113585965,173.597950304678,237.484630666037,0.745525505618499,7.12423153330187,252.496712616912
882.3,50603.7232941297,70329.718673427,280.61340618812,5485.83412325942,173.746592205396,237.710329241556,0.746240880079307,7.13551646207782,252.492078198814
882.4,50598.8340266659,70360.6432644577,280.662024870126,5486.54823740413,173.894708652429,237.935328643602,0.746954083640789,7.14676643218008,252.487436456873
882.5,50593.9374523211,70391.4699816054,280.710518795654,5487.26347477571,174.042293833868,238.159619989582,0.74766508835522,7.1579809994791,252.482787413958
